Country,Year,LFPR,Type_LFPR
"Congo, Rep.",2016,70.068,Male
"Congo, Rep.",2016,68.866,Total
"Congo, Rep.",2017,67.703,Female
"Congo, Rep.",2017,69.913,Male
"Congo, Rep.",2017,68.803,Total
"Congo, Rep.",2018,67.747,Female
"Congo, Rep.",2018,69.706,Male
"Congo, Rep.",2018,68.723,Total
"Congo, Rep.",2019,67.817,Female
"Congo, Rep.",2019,69.48,Male
"Congo, Rep.",2019,68.646,Total
"Congo, Rep.",2020,66.868,Female
"Congo, Rep.",2020,68.729,Male
"Congo, Rep.",2020,67.795,Total
"Congo, Rep.",2021,67.594,Female
"Congo, Rep.",2021,68.836,Male
"Congo, Rep.",2021,68.213,Total
"Congo, Rep.",2022,67.627,Female
"Congo, Rep.",2022,69.459,Male
"Congo, Rep.",2022,68.54,Total
Costa Rica,1991,35.434,Female
Costa Rica,1991,83.346,Male
Costa Rica,1991,59.467,Total
Costa Rica,1992,34.819,Female
Costa Rica,1992,82.868,Male
Costa Rica,1992,58.925,Total
Costa Rica,1993,35.795,Female
Costa Rica,1993,83.8,Male
Costa Rica,1993,59.883,Total
Costa Rica,1994,37.2,Female
Costa Rica,1994,83.506,Male
Costa Rica,1994,60.44,Total
Costa Rica,1995,38.051,Female
Costa Rica,1995,84.712,Male
Costa Rica,1995,61.473,Total
Costa Rica,1996,36.535,Female
Costa Rica,1996,82.17,Male
Costa Rica,1996,59.446,Total
Costa Rica,1997,39.742,Female
Costa Rica,1997,83.214,Male
Costa Rica,1997,61.571,Total
Costa Rica,1998,42.188,Female
Costa Rica,1998,84.358,Male
Costa Rica,1998,63.366,Total
Costa Rica,1999,42.857,Female
Costa Rica,1999,83.431,Male
Costa Rica,1999,63.236,Total
Costa Rica,2000,41.62,Female
Costa Rica,2000,83.657,Male
Costa Rica,2000,62.738,Total
Costa Rica,2001,44.794,Female
Costa Rica,2001,83.337,Male
Costa Rica,2001,64.16,Total
Costa Rica,2002,44.482,Female
Costa Rica,2002,83.018,Male
Costa Rica,2002,63.847,Total
Costa Rica,2003,44.894,Female
Costa Rica,2003,83.446,Male
Costa Rica,2003,64.27,Total
Costa Rica,2004,43.265,Female
Costa Rica,2004,82.639,Male
Costa Rica,2004,63.057,Total
Costa Rica,2005,47.538,Female
Costa Rica,2005,83.724,Male
Costa Rica,2005,65.73,Total
Costa Rica,2006,47.032,Female
Costa Rica,2006,82.962,Male
Costa Rica,2006,65.097,Total
Costa Rica,2007,48.299,Female
Costa Rica,2007,83.643,Male
Costa Rica,2007,66.07,Total
Costa Rica,2008,48.436,Female
Costa Rica,2008,82.325,Male
Costa Rica,2008,65.475,Total
Costa Rica,2009,49.005,Female
Costa Rica,2009,81.619,Male
Costa Rica,2009,65.402,Total
Costa Rica,2010,48.443,Female
Costa Rica,2010,79.606,Male
Costa Rica,2010,64.11,Total
Costa Rica,2011,50.608,Female
Costa Rica,2011,79.765,Male
Costa Rica,2011,65.266,Total
Costa Rica,2012,55.962,Female
Costa Rica,2012,81.634,Male
Costa Rica,2012,68.867,Total
Costa Rica,2013,55.848,Female
Costa Rica,2013,80.887,Male
Costa Rica,2013,68.435,Total
Costa Rica,2014,56.16,Female
Costa Rica,2014,82.171,Male
Costa Rica,2014,69.236,Total
Costa Rica,2015,54.996,Female
Costa Rica,2015,80.618,Male
Costa Rica,2015,67.877,Total
Costa Rica,2016,50.945,Female
Costa Rica,2016,78.865,Male
Costa Rica,2016,64.983,Total
Costa Rica,2017,51.131,Female
Costa Rica,2017,79.323,Male
Costa Rica,2017,65.307,Total
Costa Rica,2018,54.191,Female
Costa Rica,2018,81.199,Male
Costa Rica,2018,67.774,Total
Costa Rica,2019,58.484,Female
Costa Rica,2019,81.428,Male
Costa Rica,2019,70.024,Total
Costa Rica,2020,54.531,Female
Costa Rica,2020,78.717,Male
Costa Rica,2020,66.697,Total
Costa Rica,2021,56.621,Female
Costa Rica,2021,79.592,Male
Costa Rica,2021,68.176,Total
Costa Rica,2022,57.025,Female
Costa Rica,2022,79.481,Male
Costa Rica,2022,68.32,Total
Cote d'Ivoire,1991,48.538,Female
Cote d'Ivoire,1991,82.428,Male
Cote d'Ivoire,1991,65.924,Total
Cote d'Ivoire,1992,48.588,Female
Cote d'Ivoire,1992,82.292,Male
Cote d'Ivoire,1992,65.84,Total
Cote d'Ivoire,1993,48.651,Female
Cote d'Ivoire,1993,82.105,Male
Cote d'Ivoire,1993,65.734,Total
Cote d'Ivoire,1994,48.722,Female
Cote d'Ivoire,1994,81.895,Male
Cote d'Ivoire,1994,65.623,Total
Cote d'Ivoire,1995,48.813,Female
Cote d'Ivoire,1995,81.718,Male
Cote d'Ivoire,1995,65.541,Total
Cote d'Ivoire,1996,48.846,Female
Cote d'Ivoire,1996,81.775,Male
Cote d'Ivoire,1996,65.553,Total
Cote d'Ivoire,1997,48.872,Female
Cote d'Ivoire,1997,81.772,Male
Cote d'Ivoire,1997,65.538,Total
Cote d'Ivoire,1998,48.905,Female
Cote d'Ivoire,1998,81.75,Male
Cote d'Ivoire,1998,65.52,Total
Cote d'Ivoire,1999,49.348,Female
Cote d'Ivoire,1999,81.427,Male
Cote d'Ivoire,1999,65.556,Total
Cote d'Ivoire,2000,49.786,Female
Cote d'Ivoire,2000,81.098,Male
Cote d'Ivoire,2000,65.592,Total
Cote d'Ivoire,2001,50.222,Female
Cote d'Ivoire,2001,80.761,Male
Cote d'Ivoire,2001,65.629,Total
Cote d'Ivoire,2002,50.651,Female
Cote d'Ivoire,2002,80.41,Male
Cote d'Ivoire,2002,65.669,Total
Cote d'Ivoire,2003,51.077,Female
Cote d'Ivoire,2003,80.05,Male
Cote d'Ivoire,2003,65.71,Total
Cote d'Ivoire,2004,51.502,Female
Cote d'Ivoire,2004,79.692,Male
Cote d'Ivoire,2004,65.747,Total
Cote d'Ivoire,2005,51.923,Female
Cote d'Ivoire,2005,79.328,Male
Cote d'Ivoire,2005,65.781,Total
Cote d'Ivoire,2006,52.343,Female
Cote d'Ivoire,2006,78.963,Male
Cote d'Ivoire,2006,65.814,Total
Cote d'Ivoire,2007,52.762,Female
Cote d'Ivoire,2007,78.595,Male
Cote d'Ivoire,2007,65.846,Total
Cote d'Ivoire,2008,53.183,Female
Cote d'Ivoire,2008,78.226,Male
Cote d'Ivoire,2008,65.877,Total
Cote d'Ivoire,2009,53.607,Female
Cote d'Ivoire,2009,77.857,Male
Cote d'Ivoire,2009,65.908,Total
Cote d'Ivoire,2010,54.032,Female
Cote d'Ivoire,2010,77.487,Male
Cote d'Ivoire,2010,65.938,Total
Cote d'Ivoire,2011,54.458,Female
Cote d'Ivoire,2011,77.122,Male
Cote d'Ivoire,2011,65.962,Total
Cote d'Ivoire,2012,54.882,Female
Cote d'Ivoire,2012,76.758,Male
Cote d'Ivoire,2012,65.977,Total
Cote d'Ivoire,2013,55.304,Female
Cote d'Ivoire,2013,76.386,Male
Cote d'Ivoire,2013,65.99,Total
Cote d'Ivoire,2014,55.727,Female
Cote d'Ivoire,2014,76.006,Male
Cote d'Ivoire,2014,66.002,Total
Cote d'Ivoire,2015,56.156,Female
Cote d'Ivoire,2015,75.622,Male
Cote d'Ivoire,2015,66.015,Total
Cote d'Ivoire,2016,56.591,Female
Cote d'Ivoire,2016,75.234,Male
Cote d'Ivoire,2016,66.033,Total
Cote d'Ivoire,2017,57.033,Female
Cote d'Ivoire,2017,74.844,Male
Cote d'Ivoire,2017,66.053,Total
Cote d'Ivoire,2018,57.481,Female
Cote d'Ivoire,2018,74.452,Male
Cote d'Ivoire,2018,66.075,Total
Cote d'Ivoire,2019,57.935,Female
Cote d'Ivoire,2019,74.057,Male
Cote d'Ivoire,2019,66.099,Total
Cote d'Ivoire,2020,57.393,Female
Cote d'Ivoire,2020,73.339,Male
Cote d'Ivoire,2020,65.467,Total
Cote d'Ivoire,2021,58.251,Female
Cote d'Ivoire,2021,72.78,Male
Cote d'Ivoire,2021,65.607,Total
Cote d'Ivoire,2022,58.029,Female
Cote d'Ivoire,2022,73.354,Male
Cote d'Ivoire,2022,65.786,Total
Croatia,1991,55.288,Female
Croatia,1991,75.634,Male
Croatia,1991,65.44,Total
Croatia,1992,55.353,Female
Croatia,1992,75,Male
Croatia,1992,65.158,Total
Croatia,1993,55.334,Female
Croatia,1993,74.369,Male
Croatia,1993,64.835,Total
Croatia,1994,55.267,Female
Croatia,1994,73.726,Male
Croatia,1994,64.483,Total
Croatia,1995,55.332,Female
Croatia,1995,73.163,Male
Croatia,1995,64.237,Total
Croatia,1996,55.444,Female
Croatia,1996,72.631,Male
Croatia,1996,64.023,Total
Croatia,1997,55.477,Female
Croatia,1997,72.035,Male
Croatia,1997,63.732,Total
Croatia,1998,55.504,Female
Croatia,1998,71.405,Male
Croatia,1998,63.421,Total
Croatia,1999,55.524,Female
Croatia,1999,70.75,Male
Croatia,1999,63.094,Total
Croatia,2000,55.534,Female
Croatia,2000,70.057,Male
Croatia,2000,62.743,Total
Croatia,2001,55.556,Female
Croatia,2001,69.355,Male
Croatia,2001,62.4,Total
Croatia,2002,55.58,Female
Croatia,2002,68.636,Male
Croatia,2002,62.058,Total
Croatia,2003,54.19,Female
Croatia,2003,68.187,Male
Croatia,2003,61.137,Total
Croatia,2004,55.225,Female
Croatia,2004,69.421,Male
Croatia,2004,62.276,Total
Croatia,2005,54.308,Female
Croatia,2005,67.205,Male
Croatia,2005,60.718,Total
Croatia,2006,54.655,Female
Croatia,2006,66.176,Male
Croatia,2006,60.386,Total
Croatia,2007,58.296,Female
Croatia,2007,72.893,Male
Croatia,2007,65.564,Total
Croatia,2008,58.995,Female
Croatia,2008,72.533,Male
Croatia,2008,65.742,Total
Croatia,2009,60.346,Female
Croatia,2009,71.014,Male
Croatia,2009,65.667,Total
Croatia,2010,59.748,Female
Croatia,2010,70.66,Male
Croatia,2010,65.195,Total
Croatia,2011,57.805,Female
Croatia,2011,70.811,Male
Croatia,2011,64.305,Total
Croatia,2012,58.15,Female
Croatia,2012,69.933,Male
Croatia,2012,64.047,Total
Croatia,2013,58.757,Female
Croatia,2013,69.037,Male
Croatia,2013,63.909,Total
Croatia,2014,61.607,Female
Croatia,2014,71.152,Male
Croatia,2014,66.399,Total
Croatia,2015,62.605,Female
Croatia,2015,71.764,Male
Croatia,2015,67.21,Total
Croatia,2016,61.225,Female
Croatia,2016,70.426,Male
Croatia,2016,65.857,Total
Croatia,2017,61.692,Female
Croatia,2017,71.536,Male
Croatia,2017,66.654,Total
Croatia,2018,62.001,Female
Croatia,2018,70.861,Male
Croatia,2018,66.473,Total
Croatia,2019,61.786,Female
Croatia,2019,71.386,Male
Croatia,2019,66.638,Total
Croatia,2020,61.735,Female
Croatia,2020,72.334,Male
Croatia,2020,67.099,Total
Croatia,2021,63.742,Female
Croatia,2021,72.983,Male
Croatia,2021,68.425,Total
Croatia,2022,65.371,Female
Croatia,2022,73.137,Male
Croatia,2022,69.311,Total
Cuba,1991,41.454,Female
Cuba,1991,75.19,Male
Cuba,1991,58.507,Total
Cuba,1992,40.038,Female
Cuba,1992,75.45,Male
Cuba,1992,57.937,Total
Cuba,1993,38.194,Female
Cuba,1993,75.772,Male
Cuba,1993,57.188,Total
Cuba,1994,38.314,Female
Cuba,1994,75.871,Male
Cuba,1994,57.286,Total
Cuba,1995,38.634,Female
Cuba,1995,76.012,Male
Cuba,1995,57.496,Total
Cuba,1996,39.618,Female
Cuba,1996,76.013,Male
Cuba,1996,57.965,Total
Cuba,1997,39.978,Female
Cuba,1997,76.153,Male
Cuba,1997,58.195,Total
Cuba,1998,40.005,Female
Cuba,1998,76.355,Male
Cuba,1998,58.291,Total
Cuba,1999,40.757,Female
Cuba,1999,76.415,Male
Cuba,1999,58.678,Total
Cuba,2000,41.537,Female
Cuba,2000,76.437,Male
Cuba,2000,59.061,Total
Cuba,2001,41.994,Female
Cuba,2001,76.566,Male
Cuba,2001,59.337,Total
Cuba,2002,42.326,Female
Cuba,2002,76.689,Male
Cuba,2002,59.548,Total
Cuba,2003,42.981,Female
Cuba,2003,76.702,Male
Cuba,2003,59.873,Total
Cuba,2004,43.854,Female
Cuba,2004,76.67,Male
Cuba,2004,60.291,Total
Cuba,2005,45.326,Female
Cuba,2005,76.579,Male
Cuba,2005,60.979,Total
Cuba,2006,46.874,Female
Cuba,2006,76.519,Male
Cuba,2006,61.721,Total
Cuba,2007,47.844,Female
Cuba,2007,76.644,Male
Cuba,2007,62.269,Total
Cuba,2008,48.419,Female
Cuba,2008,76.923,Male
Cuba,2008,62.695,Total
Cuba,2009,49.958,Female
Cuba,2009,78.622,Male
Cuba,2009,64.313,Total
Cuba,2010,49.546,Female
Cuba,2010,78.202,Male
Cuba,2010,63.896,Total
Cuba,2011,49.481,Female
Cuba,2011,80.082,Male
Cuba,2011,64.807,Total
Cuba,2012,49.951,Female
Cuba,2012,80.371,Male
Cuba,2012,65.19,Total
Cuba,2013,50.374,Female
Cuba,2013,80.648,Male
Cuba,2013,65.545,Total
Cuba,2014,50.525,Female
Cuba,2014,80.978,Male
Cuba,2014,65.789,Total
Cuba,2015,51.111,Female
Cuba,2015,81.215,Male
Cuba,2015,66.202,Total
Cuba,2016,51.135,Female
Cuba,2016,81.616,Male
Cuba,2016,66.418,Total
Cuba,2017,51.348,Female
Cuba,2017,81.987,Male
Cuba,2017,66.715,Total
Cuba,2018,51.649,Female
Cuba,2018,82.372,Male
Cuba,2018,67.063,Total
Cuba,2019,51.618,Female
Cuba,2019,82.834,Male
Cuba,2019,67.284,Total
Cuba,2020,48.585,Female
Cuba,2020,77.99,Male
Cuba,2020,63.347,Total
Cuba,2021,49.935,Female
Cuba,2021,79.458,Male
Cuba,2021,64.761,Total
Cuba,2022,51.124,Female
Cuba,2022,83.436,Male
Cuba,2022,67.356,Total
Cyprus,1991,48.901,Female
Cyprus,1991,84.603,Male
Cyprus,1991,67.187,Total
Cyprus,1992,49.58,Female
Cyprus,1992,83.214,Male
Cyprus,1992,66.82,Total
Cyprus,1993,50.398,Female
Cyprus,1993,82.636,Male
Cyprus,1993,66.917,Total
Cyprus,1994,51.182,Female
Cyprus,1994,82.007,Male
Cyprus,1994,66.964,Total
Cyprus,1995,51.965,Female
Cyprus,1995,81.371,Male
Cyprus,1995,67.012,Total
Cyprus,1996,52.755,Female
Cyprus,1996,80.738,Male
Cyprus,1996,67.07,Total
Cyprus,1997,53.56,Female
Cyprus,1997,80.117,Male
Cyprus,1997,67.143,Total
Cyprus,1998,54.38,Female
Cyprus,1998,79.513,Male
Cyprus,1998,67.231,Total
Cyprus,1999,55.213,Female
Cyprus,1999,78.924,Male
Cyprus,1999,67.333,Total
Cyprus,2000,56.052,Female
Cyprus,2000,78.348,Male
Cyprus,2000,67.444,Total
Cyprus,2001,59.237,Female
Cyprus,2001,78.772,Male
Cyprus,2001,69.212,Total
Cyprus,2002,60.121,Female
Cyprus,2002,78.263,Male
Cyprus,2002,69.369,Total
Cyprus,2003,61.57,Female
Cyprus,2003,79.363,Male
Cyprus,2003,70.623,Total
Cyprus,2004,60.995,Female
Cyprus,2004,80.07,Male
Cyprus,2004,70.686,Total
Cyprus,2005,61.121,Female
Cyprus,2005,80.502,Male
Cyprus,2005,70.957,Total
Cyprus,2006,62.349,Female
Cyprus,2006,80.381,Male
Cyprus,2006,71.494,Total
Cyprus,2007,64.057,Female
Cyprus,2007,80.521,Male
Cyprus,2007,72.403,Total
Cyprus,2008,64.337,Female
Cyprus,2008,79.723,Male
Cyprus,2008,72.133,Total
Cyprus,2009,65.022,Female
Cyprus,2009,78.447,Male
Cyprus,2009,71.82,Total
Cyprus,2010,66.463,Female
Cyprus,2010,78.228,Male
Cyprus,2010,72.417,Total
Cyprus,2011,66.3,Female
Cyprus,2011,78.04,Male
Cyprus,2011,72.24,Total
Cyprus,2012,66.185,Female
Cyprus,2012,78.758,Male
Cyprus,2012,72.548,Total
Cyprus,2013,66.744,Female
Cyprus,2013,78.755,Male
Cyprus,2013,72.823,Total
Cyprus,2014,68.913,Female
Cyprus,2014,78.415,Male
Cyprus,2014,73.723,Total
Cyprus,2015,68.126,Female
Cyprus,2015,76.336,Male
Cyprus,2015,72.282,Total
Cyprus,2016,66.691,Female
Cyprus,2016,75.624,Male
Cyprus,2016,71.214,Total
Cyprus,2017,67.648,Female
Cyprus,2017,76.081,Male
Cyprus,2017,71.918,Total
Cyprus,2018,68.696,Female
Cyprus,2018,77.121,Male
Cyprus,2018,72.962,Total
Cyprus,2019,68.937,Female
Cyprus,2019,78.321,Male
Cyprus,2019,73.69,Total
Cyprus,2020,68.075,Female
Cyprus,2020,79.347,Male
Cyprus,2020,73.785,Total
Cyprus,2021,69.874,Female
Cyprus,2021,80.026,Male
Cyprus,2021,75.016,Total
Cyprus,2022,72.079,Female
Cyprus,2022,81.313,Male
Cyprus,2022,76.757,Total
Czechia,1991,63.789,Female
Czechia,1991,80.219,Male
Czechia,1991,71.968,Total
Czechia,1992,63.819,Female
Czechia,1992,80.226,Male
Czechia,1992,71.994,Total
Czechia,1993,63.846,Female
Czechia,1993,80.239,Male
Czechia,1993,72.022,Total
Czechia,1994,64.306,Female
Czechia,1994,80.369,Male
Czechia,1994,72.324,Total
Czechia,1995,64.039,Female
Czechia,1995,80.58,Male
Czechia,1995,72.303,Total
Czechia,1996,63.51,Female
Czechia,1996,80.666,Male
Czechia,1996,72.088,Total
Czechia,1997,63.678,Female
Czechia,1997,80.418,Male
Czechia,1997,72.052,Total
Czechia,1998,63.931,Female
Czechia,1998,80.226,Male
Czechia,1998,72.086,Total
Czechia,1999,64.054,Female
Czechia,1999,80.116,Male
Czechia,1999,72.096,Total
Czechia,2000,63.586,Female
Czechia,2000,79.356,Male
Czechia,2000,71.485,Total
Czechia,2001,63.151,Female
Czechia,2001,78.816,Male
Czechia,2001,71.003,Total
Czechia,2002,62.655,Female
Czechia,2002,78.681,Male
Czechia,2002,70.695,Total
Czechia,2003,62.459,Female
Czechia,2003,78.016,Male
Czechia,2003,70.27,Total
Czechia,2004,62.134,Female
Czechia,2004,77.856,Male
Czechia,2004,70.034,Total
Czechia,2005,62.312,Female
Czechia,2005,78.217,Male
Czechia,2005,70.311,Total
Czechia,2006,62.295,Female
Czechia,2006,78.165,Male
Czechia,2006,70.284,Total
Czechia,2007,61.428,Female
Czechia,2007,78.063,Male
Czechia,2007,69.81,Total
Czechia,2008,61.104,Female
Czechia,2008,78.208,Male
Czechia,2008,69.731,Total
Czechia,2009,61.588,Female
Czechia,2009,78.651,Male
Czechia,2009,70.203,Total
Czechia,2010,61.623,Female
Czechia,2010,78.74,Male
Czechia,2010,70.275,Total
Czechia,2011,62.202,Female
Czechia,2011,78.66,Male
Czechia,2011,70.528,Total
Czechia,2012,63.494,Female
Czechia,2012,79.469,Male
Czechia,2012,71.582,Total
Czechia,2013,65.065,Female
Czechia,2013,80.501,Male
Czechia,2013,72.883,Total
Czechia,2014,65.619,Female
Czechia,2014,81.225,Male
Czechia,2014,73.528,Total
Czechia,2015,66.448,Female
Czechia,2015,81.331,Male
Czechia,2015,74,Total
Czechia,2016,67.648,Female
Czechia,2016,82.103,Male
Czechia,2016,74.993,Total
Czechia,2017,68.681,Female
Czechia,2017,82.807,Male
Czechia,2017,75.868,Total
Czechia,2018,69.648,Female
Czechia,2018,83.217,Male
Czechia,2018,76.56,Total
Czechia,2019,69.839,Female
Czechia,2019,83.384,Male
Czechia,2019,76.747,Total
Czechia,2020,69.306,Female
Czechia,2020,83.348,Male
Czechia,2020,76.474,Total
Czechia,2021,69.929,Female
Czechia,2021,83.54,Male
Czechia,2021,76.879,Total
Czechia,2022,70.35,Female
Czechia,2022,83.603,Male
Czechia,2022,77.126,Total
Denmark,1991,78.391,Female
Denmark,1991,87.522,Male
Denmark,1991,83.018,Total
Denmark,1992,79.236,Female
Denmark,1992,87.276,Male
Denmark,1992,83.311,Total
Denmark,1993,78.456,Female
Denmark,1993,86.079,Male
Denmark,1993,82.32,Total
Denmark,1994,73.816,Female
Denmark,1994,83.171,Male
Denmark,1994,78.557,Total
Denmark,1995,72.682,Female
Denmark,1995,84.501,Male
Denmark,1995,78.671,Total
Denmark,1996,73.973,Female
Denmark,1996,84.287,Male
Denmark,1996,79.199,Total
Denmark,1997,74.231,Female
Denmark,1997,84.362,Male
Denmark,1997,79.363,Total
Denmark,1998,74.83,Female
Denmark,1998,83,Male
Denmark,1998,78.968,Total
Denmark,1999,75.517,Female
Denmark,1999,84.42,Male
Denmark,1999,80.024,Total
Denmark,2000,75.594,Female
Denmark,2000,83.415,Male
Denmark,2000,79.552,Total
Denmark,2001,74.41,Female
Denmark,2001,82.755,Male
Denmark,2001,78.632,Total
Denmark,2002,75.304,Female
Denmark,2002,82.986,Male
Denmark,2002,79.189,Total
Denmark,2003,74.453,Female
Denmark,2003,83.577,Male
Denmark,2003,79.066,Total
Denmark,2004,75.685,Female
Denmark,2004,83.821,Male
Denmark,2004,79.796,Total
Denmark,2005,75.528,Female
Denmark,2005,83.071,Male
Denmark,2005,79.338,Total
Denmark,2006,76.348,Female
Denmark,2006,83.43,Male
Denmark,2006,79.923,Total
Denmark,2007,76.073,Female
Denmark,2007,83.466,Male
Denmark,2007,79.803,Total
Denmark,2008,75.234,Female
Denmark,2008,82.938,Male
Denmark,2008,79.12,Total
Denmark,2009,75.075,Female
Denmark,2009,81.934,Male
Denmark,2009,78.534,Total
Denmark,2010,74.482,Female
Denmark,2010,81.175,Male
Denmark,2010,77.856,Total
Denmark,2011,74.379,Female
Denmark,2011,80.815,Male
Denmark,2011,77.623,Total
Denmark,2012,74.166,Female
Denmark,2012,79.883,Male
Denmark,2012,77.047,Total
Denmark,2013,73.913,Female
Denmark,2013,78.881,Male
Denmark,2013,76.417,Total
Denmark,2014,73.262,Female
Denmark,2014,79.561,Male
Denmark,2014,76.437,Total
Denmark,2015,73.474,Female
Denmark,2015,80.122,Male
Denmark,2015,76.825,Total
Denmark,2016,74.573,Female
Denmark,2016,80.161,Male
Denmark,2016,77.39,Total
Denmark,2017,75.005,Female
Denmark,2017,80.637,Male
Denmark,2017,77.845,Total
Denmark,2018,75.279,Female
Denmark,2018,81.061,Male
Denmark,2018,78.196,Total
Denmark,2019,76.035,Female
Denmark,2019,81.969,Male
Denmark,2019,79.029,Total
Denmark,2020,75.897,Female
Denmark,2020,81.7,Male
Denmark,2020,78.827,Total
Denmark,2021,76.345,Female
Denmark,2021,82.354,Male
Denmark,2021,79.38,Total
Denmark,2022,77.976,Female
Denmark,2022,82.62,Male
Denmark,2022,80.322,Total
Djibouti,1991,15.842,Female
Djibouti,1991,62.107,Male
Djibouti,1991,38.641,Total
Djibouti,1992,15.9,Female
Djibouti,1992,61.844,Male
Djibouti,1992,38.527,Total
Djibouti,1993,15.993,Female
Djibouti,1993,61.312,Male
Djibouti,1993,38.303,Total
Djibouti,1994,16.082,Female
Djibouti,1994,60.792,Male
Djibouti,1994,38.098,Total
Djibouti,1995,16.139,Female
Djibouti,1995,60.425,Male
Djibouti,1995,37.955,Total
Djibouti,1996,16.223,Female
Djibouti,1996,59.893,Male
Djibouti,1996,37.746,Total
Djibouti,1997,16.265,Female
Djibouti,1997,59.538,Male
Djibouti,1997,37.606,Total
Djibouti,1998,16.289,Female
Djibouti,1998,59.253,Male
Djibouti,1998,37.493,Total
Djibouti,1999,16.341,Female
Djibouti,1999,58.88,Male
Djibouti,1999,37.347,Total
Djibouti,2000,16.436,Female
Djibouti,2000,58.324,Male
Djibouti,2000,37.13,Total
Djibouti,2001,16.497,Female
Djibouti,2001,57.958,Male
Djibouti,2001,36.99,Total
Djibouti,2002,16.594,Female
Djibouti,2002,57.429,Male
Djibouti,2002,36.787,Total
Djibouti,2003,16.724,Female
Djibouti,2003,56.811,Male
Djibouti,2003,36.554,Total
Djibouti,2004,16.869,Female
Djibouti,2004,56.186,Male
Djibouti,2004,36.323,Total
Djibouti,2005,17.015,Female
Djibouti,2005,55.565,Male
Djibouti,2005,36.094,Total
Djibouti,2006,17.249,Female
Djibouti,2006,54.542,Male
Djibouti,2006,35.711,Total
Djibouti,2007,17.489,Female
Djibouti,2007,53.524,Male
Djibouti,2007,35.332,Total
Djibouti,2008,17.736,Female
Djibouti,2008,52.522,Male
Djibouti,2008,34.965,Total
Djibouti,2009,17.981,Female
Djibouti,2009,51.563,Male
Djibouti,2009,34.617,Total
Djibouti,2010,18.215,Female
Djibouti,2010,50.696,Male
Djibouti,2010,34.31,Total
Djibouti,2011,18.351,Female
Djibouti,2011,50.251,Male
Djibouti,2011,34.159,Total
Djibouti,2012,18.465,Female
Djibouti,2012,49.898,Male
Djibouti,2012,34.044,Total
Djibouti,2013,18.566,Female
Djibouti,2013,49.609,Male
Djibouti,2013,33.953,Total
Djibouti,2014,18.671,Female
Djibouti,2014,49.319,Male
Djibouti,2014,33.862,Total
Djibouti,2015,18.787,Female
Djibouti,2015,48.982,Male
Djibouti,2015,33.753,Total
Djibouti,2016,18.855,Female
Djibouti,2016,48.796,Male
Djibouti,2016,33.696,Total
Djibouti,2017,18.954,Female
Djibouti,2017,48.483,Male
Djibouti,2017,33.59,Total
Djibouti,2018,19.078,Female
Djibouti,2018,48.143,Male
Djibouti,2018,33.483,Total
Djibouti,2019,19.193,Female
Djibouti,2019,47.838,Male
Djibouti,2019,33.389,Total
Djibouti,2020,18.747,Female
Djibouti,2020,47.013,Male
Djibouti,2020,32.753,Total
Djibouti,2021,19.047,Female
Djibouti,2021,46.77,Male
Djibouti,2021,32.781,Total
Djibouti,2022,19.266,Female
Djibouti,2022,47.904,Male
Djibouti,2022,33.45,Total
Dominican Republic,1991,36.608,Female
Dominican Republic,1991,80.767,Male
Dominican Republic,1991,58.496,Total
Dominican Republic,1992,37.661,Female
Dominican Republic,1992,80.573,Male
Dominican Republic,1992,58.937,Total
Dominican Republic,1993,38.338,Female
Dominican Republic,1993,80.44,Male
Dominican Republic,1993,59.219,Total
Dominican Republic,1994,38.52,Female
Dominican Republic,1994,80.355,Male
Dominican Republic,1994,59.322,Total
Dominican Republic,1995,39.037,Female
Dominican Republic,1995,80.187,Male
Dominican Republic,1995,59.591,Total
Dominican Republic,1996,39.587,Female
Dominican Republic,1996,80.033,Male
Dominican Republic,1996,59.872,Total
Dominican Republic,1997,40.468,Female
Dominican Republic,1997,79.824,Male
Dominican Republic,1997,60.282,Total
Dominican Republic,1998,41.144,Female
Dominican Republic,1998,79.651,Male
Dominican Republic,1998,60.598,Total
Dominican Republic,1999,41.744,Female
Dominican Republic,1999,79.498,Male
Dominican Republic,1999,60.879,Total
Dominican Republic,2000,42.209,Female
Dominican Republic,2000,79.378,Male
Dominican Republic,2000,61.103,Total
Dominican Republic,2001,40.775,Female
Dominican Republic,2001,78.257,Male
Dominican Republic,2001,59.88,Total
Dominican Republic,2002,42.652,Female
Dominican Republic,2002,77.407,Male
Dominican Republic,2002,60.382,Total
Dominican Republic,2003,41.68,Female
Dominican Republic,2003,76.538,Male
Dominican Republic,2003,59.444,Total
Dominican Republic,2004,41.617,Female
Dominican Republic,2004,76.726,Male
Dominican Republic,2004,59.491,Total
Dominican Republic,2005,42.259,Female
Dominican Republic,2005,75.772,Male
Dominican Republic,2005,59.304,Total
Dominican Republic,2006,43.247,Female
Dominican Republic,2006,76.502,Male
Dominican Republic,2006,60.146,Total
Dominican Republic,2007,42.971,Female
Dominican Republic,2007,76.749,Male
Dominican Republic,2007,60.121,Total
Dominican Republic,2008,44.635,Female
Dominican Republic,2008,76.138,Male
Dominican Republic,2008,60.618,Total
Dominican Republic,2009,41.569,Female
Dominican Republic,2009,74.576,Male
Dominican Republic,2009,58.301,Total
Dominican Republic,2010,44.635,Female
Dominican Republic,2010,74.575,Male
Dominican Republic,2010,59.801,Total
Dominican Republic,2011,46.541,Female
